ProbeID	1 Avg_ctrl	1 Avg_treat	1 FoldChange	1 Rank_modT	1 Rank_WAD	1 RP_origPvalue	1 RP_correctedPvalue	1 Rank_RP	1 DEG	Homolog_GID	Description	Function	TAIR-annotation	AGI	Symbol	short_description
POPTR_0005s18390.2	233.8725273	638.3153665	2.729330263	24	46	2.0	0.019510204	88	DEG	AT5G67170.1	SEC-C motif-containing protein / OTU-like cysteine protease family protein	---	"SEC-C motif-containing protein / OTU-like cysteine protease family protein; CONTAINS InterPro DOMAIN/s: Ovarian tumour, otubain (InterPro:IPR003323), SEC-C motif (InterPro:IPR004027); BEST Arabidopsis thaliana protein match is: OTU-like cysteine protease family protein (TAIR:AT2G27350.6); Has 2803 Blast hits to 2797 proteins in 825 species: Archae - 0; Bacteria - 1391; Metazoa - 518; Fungi - 199; Plants - 312; Viruses - 14; Other Eukaryotes - 369 (source: NCBI BLink)."	---	---	--
POPTR_0004s06500.1	213.259142	464.6083389	2.178609247	189	115	0.0	0.039238806	245	DEG	AT4G31250.1	Leucine-rich repeat protein kinase family protein	---	"Leucine-rich repeat protein kinase family protein; FUNCTIONS IN: protein serine/threonine kinase activity, kinase activity, ATP binding; INVOLVED IN: transmembrane receptor protein tyrosine kinase signaling pathway, protein amino acid phosphorylation; LOCATED IN: endomembrane system; EXPRESSED IN: shoot apex, embryo, leaf whorl, sepal, flower; EXPRESSED DURING: petal differentiation and expansion stage, D bilateral stage; CONTAINS InterPro DOMAIN/s: Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase domain (InterPro:IPR002290), Leucine-rich repeat-containing N-terminal domain, type 2 (InterPro:IPR013210), Tyrosine-protein kinase, catalytic domain (InterPro:IPR020635), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: Leucine-rich repeat protein kinase family protein (TAIR:AT5G35390.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	---	---	--
POPTR_0006s09730.3	617.2445779	1336.658279	2.165524537	441	62	0.0	0.037637795	228	DEG	AT3G09090.1	defective in exine formation protein (DEX1)	Encodes DEX1 (defective in exine formation).  Required for exine pattern formation during pollen development.	DEFECTIVE IN EXINE FORMATION 1 (DEX1); CONTAINS InterPro DOMAIN/s: FG-GAP (InterPro:IPR013517); Has 2821 Blast hits to 1844 proteins in 419 species: Archae - 49; Bacteria - 1116; Metazoa - 317; Fungi - 227; Plants - 62; Viruses - 5; Other Eukaryotes - 1045 (source: NCBI BLink).	AT3G09090	DEX1	DEFECTIVE IN EXINE FORMATION 
POPTR_0017s03980.1	73.0158934	29.21043138	-2.499651321	267	309	4.0	0.030349206	165	DEG	AT2G43940.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	---	"HARMLESS TO OZONE LAYER 3 (HOL3); FUNCTIONS IN: methyltransferase activity, thiopurine S-methyltransferase activity; INVOLVED IN: metabolic process; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: male gametophyte, guard cell, pollen tube; EXPRESSED DURING: M germinated pollen stage, seedling growth; CONTAINS InterPro DOMAIN/s: Thiopurine S-methyltransferase (InterPro:IPR008854); BEST Arabidopsis thaliana protein match is: HARMLESS TO OZONE LAYER 1 (TAIR:AT2G43910.1); Has 1908 Blast hits to 1904 proteins in 625 species: Archae - 27; Bacteria - 1474; Metazoa - 21; Fungi - 109; Plants - 87; Viruses - 0; Other Eukaryotes - 190 (source: NCBI BLink)."	AT2G43940	HOL3	HARMLESS TO OZONE LAYER 
POPTR_0009s07250.1	667.888269	1430.41389	2.141696382	61	68	0.0	0.038948148	241	DEG	AT2G26840.2	---	---	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G43910.1).	---	---	--
POPTR_0012s02200.1	71.2689565	176.9873633	2.483372452	181	147	4.0	0.023317073	115	DEG	AT5G24260.1	prolyl oligopeptidase family protein	---	"prolyl oligopeptidase family protein; FUNCTIONS IN: serine-type peptidase activity; INVOLVED IN: proteolysis; LOCATED IN: membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase S9, prolyl oligopeptidase, catalytic domain (InterPro:IPR001375), Peptidase S9B, dipeptidylpeptidase IV N-terminal (InterPro:IPR002469); BEST Arabidopsis thaliana protein match is: acylaminoacyl-peptidase-related (TAIR:AT4G14570.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	---	---	--
POPTR_0004s17960.1	19.50030131	41.49843185	2.128091827	63	760	0.0	0.038661765	239	DEG	AT4G34980.1	subtilisin-like serine protease 2	Serine protease similar to subtilisin.	"subtilisin-like serine protease 2 (SLP2); FUNCTIONS IN: serine-type peptidase activity; INVOLVED IN: plant-type cell wall modification, proteolysis; LOCATED IN: middle lamella-containing extracellular matrix, membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protease-associated PA (InterPro:IPR003137), Proteinase inhibitor, propeptide (InterPro:IPR009020), Peptidase S8/S53, subtilisin/kexin/sedolisin (InterPro:IPR000209), Peptidase S8, subtilisin-related (InterPro:IPR015500), Peptidase S8/S53, subtilisin, active site (InterPro:IPR022398), Proteinase inhibitor I9, subtilisin propeptide (InterPro:IPR010259); BEST Arabidopsis thaliana protein match is: Subtilase family protein (TAIR:AT3G14240.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	AT4G34980	SLP2	subtilisin-like serine protease 
POPTR_0001s41300.3	124.881414	55.88599821	-2.234574276	130	272	0.0	0.041929825	264	DEG	AT1G07750.1	RmlC-like cupins superfamily protein	---	"RmlC-like cupins superfamily protein; FUNCTIONS IN: copper ion binding, zinc ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), 11-S seed storage protein, plant (InterPro:IPR006044); BEST Arabidopsis thaliana protein match is: RmlC-like cupins superfamily protein (TAIR:AT2G28680.1); Has 920 Blast hits to 832 proteins in 102 species: Archae - 0; Bacteria - 2; Metazoa - 3; Fungi - 0; Plants - 914; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink)."	---	---	--
POPTR_0001s41040.1	25.30423769	56.29877611	2.224875407	1246	624	0.0	0.0478	320	DEG	AT1G53050.1	Protein kinase superfamily protein	---	"Protein kinase superfamily protein; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation, N-terminal protein myristoylation; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase domain (InterPro:IPR002290), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT1G09600.1); Has 124596 Blast hits to 123234 proteins in 4130 species: Archae - 92; Bacteria - 13981; Metazoa - 46101; Fungi - 12764; Plants - 31065; Viruses - 453; Other Eukaryotes - 20140 (source: NCBI BLink)."	---	---	--
POPTR_0015s14540.1	19.5869715	43.11251012	2.201080964	653	616	7.0	0.032485437	179	DEG	AT5G51545.1	low psii accumulation2	"Encodes LPA2 (low psii accumulation2), an intrinsic thylakoid membrane protein required for efficient assembly of Photosystem II."	"low psii accumulation2 (LPA2); INVOLVED IN: photosystem II assembly; LOCATED IN: chloroplast, thylakoid membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 38 Blast hits to 38 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 32; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink)."	AT5G51545	LPA2	low psii accumulation
POPTR_0016s08190.1	685.2128755	1613.063916	2.354106254	91	39	5.0	0.025978261	138	DEG	AT3G09560.3	Lipin family protein	---	"Lipin family protein; FUNCTIONS IN: phosphatidate phosphatase activity; INVOLVED IN: cellular response to phosphate starvation, lipid metabolic process; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: LNS2, Lipin/Ned1/Smp2 (InterPro:IPR013209), Lipin, N-terminal conserved region (InterPro:IPR007651); BEST Arabidopsis thaliana protein match is: phosphatidic acid phosphohydrolase 2 (TAIR:AT5G42870.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	AT3G09560	PAH1	PHOSPHATIDIC ACID PHOSPHOHYDROLASE 
POPTR_0001s28440.1	8.973705582	19.57737472	2.181637735	885	1724	0.0	0.0448125	288	DEG	AT1G07170.2	PHF5-like protein	---	PHF5-like protein; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: PHF5-like (InterPro:IPR005345); BEST Arabidopsis thaliana protein match is: PHF5-like protein (TAIR:AT2G30000.1); Has 421 Blast hits to 421 proteins in 207 species: Archae - 0; Bacteria - 0; Metazoa - 129; Fungi - 129; Plants - 86; Viruses - 0; Other Eukaryotes - 77 (source: NCBI BLink).	---	---	--
POPTR_0014s17940.1	12.77653311	45.7412698	3.580100284	4	312	0	0	13	DEG	AT5G42960.1	---	---	"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G45170.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	---	---	--
POPTR_0001s14410.2	56.54419861	198.873033	3.517125327	37	72	0	0	14	DEG	AT3G24190.1	Protein kinase superfamily protein	---	"Protein kinase superfamily protein; FUNCTIONS IN: protein kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: ABC-1 (InterPro:IPR004147), Protein kinase, catalytic domain (InterPro:IPR000719), Aminoglycoside phosphotransferase (InterPro:IPR002575), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT1G79600.1); Has 10148 Blast hits to 10096 proteins in 1818 species: Archae - 124; Bacteria - 4457; Metazoa - 440; Fungi - 485; Plants - 717; Viruses - 16; Other Eukaryotes - 3909 (source: NCBI BLink)."	---	---	--
POPTR_0011s10520.1	3371.957248	1810.663595	-1.862277045	5898	1	1.0	0.017071429	75	DEG	AT3G26922.1	F-box/RNI-like superfamily protein	---	"F-box/RNI-like superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: F-box domain, cyclin-like (InterPro:IPR001810), F-box domain, Skp2-like (InterPro:IPR022364), Leucine-rich repeat 2 (InterPro:IPR013101); BEST Arabidopsis thaliana protein match is: F-box/RNI-like/FBD-like domains-containing protein (TAIR:AT3G52680.2); Has 2288 Blast hits to 2252 proteins in 30 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 2; Plants - 2284; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink)."	---	---	--
POPTR_0010s23080.1	127.2216129	289.7007154	2.277134434	998	171	0.0	0.044026316	277	DEG	AT5G04220.2	Calcium-dependent lipid-binding (CaLB domain) family protein	---	"SYTC; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: C2 membrane targeting protein (InterPro:IPR018029), C2 calcium/lipid-binding domain, CaLB (InterPro:IPR008973), C2 region (InterPro:IPR020477), C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: synaptotagmin A (TAIR:AT2G20990.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink)."	AT5G04220	SYTC	--
POPTR_1924s00200.1	937.9080244	3675.90353	3.919258002	141	6	0	0	15	DEG	AT4G35780.1	ACT-like protein tyrosine kinase family protein	---	"ACT-like protein tyrosine kinase family protein; FUNCTIONS IN: protein serine/threonine/tyrosine kinase activity, protein kinase activity; INVOLVED IN: protein amino acid phosphorylation, metabolic process; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, catalytic domain (InterPro:IPR000719), Amino acid-binding ACT (InterPro:IPR002912), Tyrosine-protein kinase, catalytic domain (InterPro:IPR020635), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Serine/threonine protein kinase-like, ATMRK (InterPro:IPR015783), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: ACT-like protein tyrosine kinase family protein (TAIR:AT2G17700.1); Has 132714 Blast hits to 130570 proteins in 5062 species: Archae - 147; Bacteria - 14500; Metazoa - 50865; Fungi - 12053; Plants - 33999; Viruses - 512; Other Eukaryotes - 20638 (source: NCBI BLink)."	AT4G35780	STY17	serine/threonine/tyrosine kinase 1
POPTR_0014s17210.1	13.46242368	30.02841879	2.230535861	145	990	9.0	0.036151261	212	DEG	AT3G07565.4	Protein of unknown function (DUF3755)	---	Protein of unknown function (DUF3755); INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3755 (InterPro:IPR022228); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF3755) (TAIR:AT1G10820.2).	---	---	--
POPTR_0005s01240.1	352.0205897	164.9163457	-2.134540323	859	126	0.0	0.045691176	298	DEG	AT1G58190.1	receptor like protein 9	---	"receptor like protein 9 (RLP9); INVOLVED IN: signal transduction; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Leucine-rich repeat, typical subtype (InterPro:IPR003591), Leucine-rich repeat-containing N-terminal domain, type 2 (InterPro:IPR013210), Leucine-rich repeat (InterPro:IPR001611); BEST Arabidopsis thaliana protein match is: receptor like protein 56 (TAIR:AT5G49290.1); Has 228906 Blast hits to 34132 proteins in 1230 species: Archae - 113; Bacteria - 14890; Metazoa - 57611; Fungi - 2795; Plants - 136156; Viruses - 105; Other Eukaryotes - 17236 (source: NCBI BLink)."	AT1G58190	RLP9	receptor like protein 
POPTR_0014s01590.1	58.43729952	126.5271029	2.165177103	252	310	0.0	0.038379562	236	DEG	AT1G10200.1	GATA type zinc finger transcription factor family protein	---	"WLIM1; FUNCTIONS IN: sequence-specific DNA binding transcription factor activity, zinc ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, LIM-type (InterPro:IPR001781); BEST Arabidopsis thaliana protein match is: GATA type zinc finger transcription factor family protein (TAIR:AT2G39900.1); Has 4354 Blast hits to 2727 proteins in 153 species: Archae - 0; Bacteria - 0; Metazoa - 3462; Fungi - 43; Plants - 506; Viruses - 0; Other Eukaryotes - 343 (source: NCBI BLink)."	AT1G10200	WLIM1	WLIM
POPTR_0006s04510.1	21.98208921	44.79347222	2.037725886	202	746	0.0	0.044534161	284	DEG	AT3G57330.1	autoinhibited Ca2+-ATPase 11	---	"autoinhibited Ca2+-ATPase 11 (ACA11); FUNCTIONS IN: calcium-transporting ATPase activity, calmodulin binding; INVOLVED IN: defense response to bacterium, negative regulation of programmed cell death, anion homeostasis; LOCATED IN: plant-type vacuole membrane, chloroplast, plasma membrane, vacuole; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, P-type, ATPase-associated domain (InterPro:IPR008250), ATPase, P-type, calcium-transporting, PMCA-type (InterPro:IPR006408), ATPase, P-type, H+ transporting proton pump (InterPro:IPR000695), ATPase, P-type cation-transporter, N-terminal (InterPro:IPR004014), Haloacid dehalogenase-like hydrolase (InterPro:IPR005834), ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter (InterPro:IPR001757), ATPase, P-type phosphorylation site (InterPro:IPR018303), ATPase, P-type cation-transporter, C-terminal (InterPro:IPR006068); BEST Arabidopsis thaliana protein match is: autoinhibited Ca(2+)-ATPase, isoform 4 (TAIR:AT2G41560.1); Has 45492 Blast hits to 34566 proteins in 3220 species: Archae - 840; Bacteria - 31068; Metazoa - 4067; Fungi - 2704; Plants - 2054; Viruses - 3; Other Eukaryotes - 4756 (source: NCBI BLink)."	AT3G57330	ACA11	autoinhibited Ca2+-ATPase 1
POPTR_0001s47510.2	35.92166229	17.85587086	-2.01175639	1174	871	0.0	0.049986928	335	DEG	AT4G26470.1	Calcium-binding EF-hand family protein	---	"Calcium-binding EF-hand family protein; FUNCTIONS IN: calcium ion binding; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cytoplasm; EXPRESSED IN: 8 plant structures; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: EF-Hand 1, calcium-binding site (InterPro:IPR018247), EF-HAND 2 (InterPro:IPR018249), Calcium-binding EF-hand (InterPro:IPR002048), EF-hand-like domain (InterPro:IPR011992); BEST Arabidopsis thaliana protein match is: Calcium-binding EF-hand family protein (TAIR:AT3G24110.1); Has 9300 Blast hits to 7546 proteins in 1004 species: Archae - 0; Bacteria - 25; Metazoa - 3748; Fungi - 1101; Plants - 3090; Viruses - 0; Other Eukaryotes - 1336 (source: NCBI BLink)."	---	---	--
